Lecture #,Cell Index,Cell Content,User Input,LLM Output,Correctness,Context,Coherence
lec15,123,## Generalization,Could you give an example about why Generalization is important?,"Location: 124

Summary: Question: We've seen that overfitting can occur when we use a polynomial model with too high a degree on a dataset. Using the `sample_1` and `sample_2` DataFrames, create code that demonstrates how training a model on `sample_1` with different polynomial degrees affects its performance when applied to `sample_2`. Specifically, calculate the root mean squared error (RMSE) for a polynomial regression model of degrees 1, 3, and 25 trained on `sample_1` and evaluated on `sample_2`. This will show how a model's performance on unseen data (`sample_2`) can differ from its performance on the training data (`sample_1`)

Answer:
# Calculate RMSE for different polynomial degrees on sample_2
sample_1_x = sample_1['x']
sample_1_y = sample_1['y']
sample_2_x = sample_2['x']
sample_2_y = sample_2['y']

rmse_values_sample2 = []
for d in [1, 3, 25]:
    model = (
        # create and fit model
    )
    predictions_sample2 = model.predict(sample_2_x.values.reshape(-1,1))
    rmse_sample2 = (
        # compute RMSE
    )
    rmse_values_sample2.append(rmse_sample2)

print(rmse_values_sample2)",1,1,1
lec16,17,### Parameters vs. hyperparameters,Give an example to help understand difference betwwen Hyperparameters and parameter,"Location: 18

Summary: Question: Consider the following code. We fit a polynomial regression model to `sample_1` and evaluate its performance on `sample_2`. What are the hyperparameters and what are the parameters of the model?

Answer:
def answer():
    # Hyperparameters are chosen before training; parameters are learned during training.
    # In this example, the degree of the polynomial is a hyperparameter.
    # The coefficients of the polynomial are the parameters.
    # Note that we use only the first 10 data points from sample_1 for fitting.
    from sklearn.linear_model import LinearRegression
    from sklearn.preprocessing import PolynomialFeatures
    model = LinearRegression().fit(PolynomialFeatures(2).fit_transform(sample_1[['x']][:10]), sample_1['y'][:10])
    return model.coef_",1,0,1
lec16,63,"for train, val in kfold.split(data):
    print(f'train: {data[train]}, validation: {data[val]}')",generate a question to help understand KFold,"Location: 64

Summary: Question: Using the `KFold` object `kfold` (defined in a previous code cell with k=3, shuffle=True, random_state=1) and the `data` array (defined as `np.arange(10, 70, 10)`), write a loop that iterates through the data splits generated by `kfold.split(data)`. Inside the loop, print the training and validation data for each fold. Ensure that each data point is used in training K-1 times and validation once.

Answer:
kfold = KFold(3, shuffle=True, random_state=1)
data = [10, 20, 30, 40, 50, 60]
for train, val in kfold.split(data):
    print(f'train: {data[train]}, validation: {data[val]}')",1,1,1
lec16,95,"<div class=""alert alert-warning"">
    <h3>Question 🤔 (Answer at <a href=""https://dsc80.com/q"">dsc80.com/q</a>)</h3>

Code: `10cv`
</div>

- Suppose you have a training dataset with 1000 rows.
- You want to decide between 20 hyperparameters for a particular model.
- To do so, you perform 10-fold cross-validation.
- **How many times is the first row in the training dataset (`X.iloc[0]`) used for training a model?**
",generate a similar question,"Location: 96

Summary: Question: Suppose you have a training dataset with 100 rows. You want to decide between 5 hyperparameters for a particular model. To do so, you perform 10-fold cross-validation. How many times is the first row in the training dataset used for training a model?

Answer:
100 * 9 // 10",0,1,1
lec17,103,"<div class=""alert alert-warning"">
    <h3>Question 🤔 (Answer at <a href=""https://dsc80.com/q"">dsc80.com/q</a>)</h3>

Code: `fa23102`
</div>

(Fa23 Final Q10.2)
    
Suppose we write the following code:

```python
hyperparameters = {
    'n_estimators': [10, 100, 1000], # number of trees per forest
    'max_depth': [None, 100, 10]     # max depth of each tree
}
grids = GridSearchCV(
    RandomForestClassifier(), param_grid=hyperparameters,
    cv=3, # 3-fold cross-validation
)
grids.fit(X_train, y_train)
```

Answer the following questions with a single number.

1. How many random forests are fit in total?
1. How many decision trees are fit in total?
1. How many times in total is the first point in X_train used to train a decision tree?",generata a similar question.,"Location: 104

Summary: Question: We use `GridSearchCV` to find the best hyperparameters for a `RandomForestClassifier` within a `Pipeline`. The pipeline uses a `CountVectorizer` to preprocess text data. The `param_grid` includes `'clf__max_depth'` and `'clf__n_estimators'`. Given the following code, how many total decision trees are trained during the `GridSearchCV` process, assuming 3-fold cross-validation?

hyperparameters = {
    'clf__max_depth': [2, 5],
    'clf__n_estimators': [10, 100]
}
grids = GridSearchCV(
    Pipeline([
        ('cv', CountVectorizer()),
        ('clf', RandomForestClassifier(random_state=42))
    ]),
    param_grid=hyperparameters,
    cv=3
)
grids.fit(X_train, y_train)


Answer:
len(hyperparameters['clf__max_depth']) * len(hyperparameters['clf__n_estimators']) * 3 * 10",1,1,1
lec17,117,"### Example: COVID testing 🦠

- UCSD Health administers hundreds of COVID tests a day. The tests are not fully accurate.
- Each test comes back either
    - positive, indicating that the individual has COVID, or
    - negative, indicating that the individual does not have COVID.
- **Question:** What is a TP in this scenario? FP? TN? FN?

- **TP:** The test predicted that the individual has COVID, and they do ✅. 


- **FP:** The test predicted that the individual has COVID, but they don't ❌.

- **TN:** The test predicted that the individual doesn't have COVID, and they don't ✅.

- **FN:** The test predicted that the individual doesn't have COVID, but they do ❌.",Generata a question to calculate accuracy,"Location: 118

Summary: Question: Consider a scenario where a new diagnostic test for influenza is being evaluated. The test results are either positive (indicating the presence of influenza) or negative (indicating its absence). Given the following data, calculate the accuracy of the test.

| Predicted Negative | Predicted Positive |
|---|---|
| Actually Negative: 150 | Actually Negative: 20 |
| Actually Positive: 10 | Actually Positive: 120 |

Answer:
correct_predictions = 150 + 120
total_predictions = 150 + 20 + 10 + 120
accuracy = correct_predictions / total_predictions
print(accuracy)",1,1,1
lec17,121,"Precision
Predicted Negative	Predicted Positive
Actually Negative	TN = 0 ✅	FP = 91 ❌
Actually Positive	FN = 0 ❌	TP = 9 ✅
everyone-has-COVID classifier
The precision of a binary classifier is the proportion of predicted positive instances that are correctly classified. We'd like this number to be as close to 1 (100%) as possible.

 
 

To compute precision, look at the right (positive) column of the above confusion matrix.

Tip: A good way to remember the difference between precision and recall is that in the denominator for 🅿️recision, both terms have 🅿️ in them (TP and FP).

Note that the ""everyone-has-COVID"" classifier has perfect recall, but a precision of 
 
, which is quite low.

🚨 Key idea: There is a ""tradeoff"" between precision and recall. Ideally, you want both to be high. For a particular prediction task, one may be important than the other.",Generata a question to calculate precission and recall,"Location: 122

Summary: Question: Consider a different COVID test with the following results:

| | Predicted Negative | Predicted Positive |
|---|---|---|
| **Actually Negative** | TN = 80 | FP = 5 |
| **Actually Positive** | FN = 2 | TP = 13 |

Calculate the precision and recall of this test.

Answer:
TP = 13
FP = 5
FN = 2

precision = TP / (TP + FP)
recall = TP / (TP + FN)

print(f""Precision: {precision}"")
print(f""Recall: {recall}"")",1,1,1
lec18,10,"<center>⬇️</center>

| | Predicted Negative | Predicted Positive |
| --- | --- | --- |
| **Actually Negative** | TN ✅ | FP ❌ |
| **Actually Positive** | FN ❌ | TP ✅ |

<br>

<center><i>The <b>confusion matrix</b> above is organized the same way that <code>sklearn</code>'s confusion matrices are (but differently than in the wolf example).</i></center>",generata a question about the different evaluation metrics,"Location: 11

Summary: Question: Based on the confusion matrix discussed, create a function that calculates the False Positive Rate (FPR) given a confusion matrix represented as a list of lists. The confusion matrix will always be a 2x2 matrix with the structure: [[TN, FP], [FN, TP]].

Answer:
def calculate_fpr(confusion_matrix):
    tn, fp, fn, tp = confusion_matrix[0][0], confusion_matrix[0][1], confusion_matrix[1][0], confusion_matrix[1][1]
    return fp / (fp + tn)

# Example usage:
matrix = [[80, 20], [10, 90]]
fpr = calculate_fpr(matrix)
print(fpr) # Output: 0.2",1,1,0
lec18,28,"clf = LogisticRegression(max_iter=10000)
clf.fit(X_train, y_train)",generate another example of fitting a logistic regression model,"Location: 29

Summary: Question: Using only the `labels` array and the first five columns of the Wisconsin breast cancer dataset (available in the `bc` DataFrame), fit a new logistic regression model. Ensure that `max_iter` is set to 10000 to prevent convergence warnings. What is the name of the variable that holds this new logistic regression model?

Answer:
clf2 = LogisticRegression(max_iter=10000)
clf2.fit(bc.iloc[:, :5], labels)",1,1,1
lec18,86,"### Example: Loan approval

As you know from Project 2, LendingClub was a ""peer-to-peer lending company""; they [used to publish](https://www.lendingclub.com/info/download-data.action) a dataset describing the loans that they approved.

* `'tag'`: whether loan was repaid in full (1.0) or defaulted (0.0).
* `'loan_amnt'`: amount of the loan in dollars.
* `'emp_length'`: number of years employed.
* `'home_ownership'`: whether borrower owns (1.0) or rents (0.0).
* `'inq_last_6mths'`: number of credit inquiries in last six months.
* `'revol_bal'`: revolving balance on borrows accounts.
* `'age'`: age in years of the borrower (protected attribute).",build a classifier that predict 'loan_amnt',"Location: 87

Summary: Question: Using the `loans` DataFrame, build a classifier to predict the loan amount (`loan_amnt`) based on other features. The target variable should be binned into two categories: 'High' (loan_amnt > 10000) and 'Low' (loan_amnt <= 10000). Create a new column in the `loans` dataframe called 'loan_amnt_cat' with this classification. Then, train a classifier on this new dataframe and print its accuracy score. Use a simple decision tree classifier (no need to split into training and test sets for simplicity).

Answer:
loans['loan_amnt_cat'] = loans['loan_amnt'].apply(lambda x: 'High' if x > 10000 else 'Low')
from sklearn.tree import DecisionTreeClassifier
clf = DecisionTreeClassifier()
clf.fit(loans.drop(['tag', 'loan_amnt', 'loan_amnt_cat'], axis=1), loans['loan_amnt_cat'])
print(clf.score(loans.drop(['tag', 'loan_amnt', 'loan_amnt_cat'], axis=1), loans['loan_amnt_cat']))",1,1,1
